Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Channel,Citizen Satisfaction,Resolution Days,Target Days,Resolved Within Target,Opened Month,Opened Year,Opened Quarter,Is Closed
SR-2025-00633,Public Works,Road Damage,Critical,Closed,Ward 3,2025-06-03,2025-06-04,Web,3.0,1.0,3,Yes,2025-06,2025,2,Yes
SR-2025-00634,Transportation Services,Road Sign Damage,High,Closed,Ward 1,2025-10-20,2025-10-25,Email,3.0,5.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00635,Waste Management,Recycling Issue,Low,Closed,Ward 3,2025-10-26,2025-11-01,Web,3.0,6.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00636,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 2,2025-02-09,2025-02-16,Email,5.0,7.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00637,Transportation Services,Streetlight Repair,Medium,Closed,Ward 1,2025-10-23,2025-10-31,Mobile App,2.0,8.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00638,Waste Management,Green Bin Issue,Medium,In Progress,Ward 5,2025-04-27,,Web,,,10,Pending,2025-04,2025,2,No
SR-2025-00639,Transportation Services,Traffic Concern,Low,Closed,Ward 3,2025-06-13,2025-06-24,In Person,4.0,11.0,14,Yes,2025-06,2025,2,Yes
SR-2025-00640,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 5,2025-07-21,2025-07-31,In Person,5.0,10.0,14,Yes,2025-07,2025,3,Yes
SR-2025-00641,Public Works,Road Damage,Medium,Open,Ward 2,2025-03-17,,Mobile App,,,10,Pending,2025-03,2025,1,No
SR-2025-00642,Public Works,Snow Removal,Medium,Closed,Ward 5,2025-07-24,2025-07-30,Email,2.0,6.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00643,Transportation Services,Traffic Signal Issue,High,Closed,Ward 5,2025-04-12,2025-04-16,Phone,4.0,4.0,7,Yes,2025-04,2025,2,Yes
SR-2025-00644,By-law Enforcement,Property Standards,Low,Closed,Ward 5,2025-08-09,2025-08-17,Web,5.0,8.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00645,Public Works,Snow Removal,Medium,Closed,Ward 1,2025-06-14,2025-06-21,Mobile App,4.0,7.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00646,Parks and Recreation,Grass Cutting,Medium,In Progress,Ward 5,2025-08-15,,Phone,,,10,Pending,2025-08,2025,3,No
SR-2025-00647,Water Services,Water Leak,High,Closed,Ward 1,2025-12-17,2025-12-20,Web,3.0,3.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00648,Transportation Services,Streetlight Repair,Low,Closed,Ward 1,2025-03-17,2025-03-24,Mobile App,1.0,7.0,14,Yes,2025-03,2025,1,Yes
SR-2025-00649,Water Services,Water Quality Concern,Low,Closed,Ward 5,2025-10-03,2025-10-09,Mobile App,3.0,6.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00650,By-law Enforcement,Animal Complaint,Medium,In Progress,Ward 1,2025-12-22,,Email,,,10,Pending,2025-12,2025,4,No
SR-2025-00651,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-04-13,2025-04-19,Web,2.0,6.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00652,Water Services,Sewer Backup,Medium,In Progress,Ward 1,2025-07-04,,Web,,,10,Pending,2025-07,2025,3,No
SR-2025-00653,Waste Management,Green Bin Issue,Low,Closed,Ward 4,2025-12-30,2026-01-03,In Person,5.0,4.0,14,Yes,2025-12,2025,4,Yes
SR-2025-00654,By-law Enforcement,Noise Complaint,Low,Closed,Ward 1,2025-08-23,2025-09-03,Web,5.0,11.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00655,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 3,2025-03-22,2025-03-24,Mobile App,4.0,2.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00656,Transportation Services,Road Sign Damage,Low,In Progress,Ward 3,2025-09-14,,Web,,,14,Pending,2025-09,2025,3,No
SR-2025-00657,Transportation Services,Road Sign Damage,High,In Progress,Ward 5,2025-01-16,,Mobile App,,,7,Pending,2025-01,2025,1,No
SR-2025-00658,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 5,2025-03-12,2025-03-15,In Person,5.0,3.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00659,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 3,2025-08-07,2025-08-13,Email,5.0,6.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00660,By-law Enforcement,Property Standards,Low,Closed,Ward 2,2025-10-05,2025-10-18,Mobile App,5.0,13.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00661,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 5,2025-03-16,,Phone,,,10,Pending,2025-03,2025,1,No
SR-2025-00662,Waste Management,Missed Garbage Pickup,Medium,In Progress,Ward 2,2025-03-02,,Mobile App,,,10,Pending,2025-03,2025,1,No
SR-2025-00663,Parks and Recreation,Tree Maintenance,High,In Progress,Ward 4,2025-07-31,,Mobile App,,,7,Pending,2025-07,2025,3,No
SR-2025-00664,Water Services,Sewer Backup,Low,Closed,Ward 5,2025-03-09,2025-03-14,In Person,1.0,5.0,14,Yes,2025-03,2025,1,Yes
SR-2025-00665,Waste Management,Recycling Issue,Medium,Closed,Ward 4,2025-01-14,2025-01-21,Phone,2.0,7.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00666,By-law Enforcement,Animal Complaint,High,Closed,Ward 2,2025-07-18,2025-07-22,Phone,4.0,4.0,7,Yes,2025-07,2025,3,Yes
SR-2025-00667,Parks and Recreation,Tree Maintenance,Medium,In Progress,Ward 4,2025-05-19,,Phone,,,10,Pending,2025-05,2025,2,No
SR-2025-00668,Transportation Services,Traffic Signal Issue,High,Closed,Ward 3,2025-08-13,2025-08-20,Email,4.0,7.0,7,Yes,2025-08,2025,3,Yes
SR-2025-00669,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 5,2025-07-14,2025-07-21,In Person,4.0,7.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00670,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 4,2025-01-22,2025-01-27,Web,4.0,5.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00671,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 4,2025-01-26,2025-01-31,Mobile App,4.0,5.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00672,Waste Management,Green Bin Issue,Low,Closed,Ward 2,2025-01-28,2025-02-11,Email,4.0,14.0,14,Yes,2025-01,2025,1,Yes
SR-2025-00673,Transportation Services,Traffic Concern,Low,Closed,Ward 5,2025-04-03,2025-04-18,Phone,4.0,15.0,14,No,2025-04,2025,2,Yes
SR-2025-00674,Water Services,Water Quality Concern,Medium,Closed,Ward 1,2025-08-21,2025-08-26,Mobile App,5.0,5.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00675,Waste Management,Recycling Issue,High,Closed,Ward 3,2025-02-28,2025-03-06,Web,4.0,6.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00676,By-law Enforcement,Animal Complaint,High,In Progress,Ward 2,2025-11-10,,Email,,,7,Pending,2025-11,2025,4,No
SR-2025-00677,By-law Enforcement,Animal Complaint,Low,Closed,Ward 2,2025-06-21,2025-07-03,Phone,5.0,12.0,14,Yes,2025-06,2025,2,Yes
SR-2025-00678,Parks and Recreation,Park Equipment Damage,High,Closed,Ward 4,2025-06-07,2025-06-10,Mobile App,5.0,3.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00679,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 3,2025-04-14,2025-04-17,Web,4.0,3.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00680,Water Services,Water Quality Concern,High,Closed,Ward 2,2025-01-03,2025-01-08,Phone,5.0,5.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00681,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 5,2025-11-04,2025-11-06,Mobile App,3.0,2.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00682,By-law Enforcement,Property Standards,Low,Closed,Ward 1,2025-12-01,2025-12-09,In Person,1.0,8.0,14,Yes,2025-12,2025,4,Yes
SR-2025-00683,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 2,2025-02-25,2025-03-05,Mobile App,5.0,8.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00684,By-law Enforcement,Property Standards,Critical,Open,Ward 1,2025-07-04,,Web,,,3,Pending,2025-07,2025,3,No
SR-2025-00685,Waste Management,Illegal Dumping,Medium,Closed,Ward 1,2025-02-04,2025-02-12,Mobile App,5.0,8.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00686,Water Services,Low Water Pressure,Low,Open,Ward 5,2025-06-18,,Email,,,14,Pending,2025-06,2025,2,No
SR-2025-00687,By-law Enforcement,Property Standards,Medium,Closed,Ward 4,2025-02-25,2025-03-07,In Person,5.0,10.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00688,Transportation Services,Road Sign Damage,Medium,Open,Ward 5,2025-05-13,,In Person,,,10,Pending,2025-05,2025,2,No
SR-2025-00689,By-law Enforcement,Parking Complaint,High,Closed,Ward 4,2025-09-12,2025-09-17,Email,5.0,5.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00690,Parks and Recreation,Park Equipment Damage,High,In Progress,Ward 1,2025-01-01,,Web,,,7,Pending,2025-01,2025,1,No
SR-2025-00691,Water Services,Water Leak,High,Closed,Ward 3,2025-11-12,2025-11-16,Mobile App,4.0,4.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00692,By-law Enforcement,Property Standards,Low,Closed,Ward 3,2025-05-25,2025-06-01,Mobile App,5.0,7.0,14,Yes,2025-05,2025,2,Yes
SR-2025-00693,By-law Enforcement,Parking Complaint,High,Closed,Ward 5,2025-06-20,2025-06-23,In Person,4.0,3.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00694,Public Works,Road Damage,Low,Open,Ward 4,2025-12-11,,Email,,,14,Pending,2025-12,2025,4,No
SR-2025-00695,Public Works,Road Damage,Medium,Closed,Ward 4,2025-10-02,2025-10-09,Web,4.0,7.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00696,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 5,2025-10-12,2025-10-22,Mobile App,1.0,10.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00697,Waste Management,Missed Garbage Pickup,Critical,Closed,Ward 5,2025-01-16,2025-01-18,Phone,5.0,2.0,3,Yes,2025-01,2025,1,Yes
SR-2025-00698,By-law Enforcement,Animal Complaint,Low,Closed,Ward 1,2025-06-07,2025-06-21,Mobile App,5.0,14.0,14,Yes,2025-06,2025,2,Yes
SR-2025-00699,Water Services,Water Leak,Medium,Closed,Ward 3,2025-08-20,2025-08-26,Phone,3.0,6.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00700,Public Works,Sidewalk Damage,High,Open,Ward 4,2025-02-17,,In Person,,,7,Pending,2025-02,2025,1,No
SR-2025-00701,Public Works,Snow Removal,High,Closed,Ward 5,2025-06-24,2025-06-28,Mobile App,5.0,4.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00702,Waste Management,Recycling Issue,High,Closed,Ward 2,2025-09-22,2025-09-28,Web,5.0,6.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00703,Water Services,Water Quality Concern,High,Closed,Ward 5,2025-01-03,2025-01-06,Web,5.0,3.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00704,Waste Management,Green Bin Issue,High,Closed,Ward 5,2025-12-04,2025-12-10,Mobile App,4.0,6.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00705,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 4,2025-05-22,2025-06-01,Web,4.0,10.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00706,Waste Management,Recycling Issue,Low,Closed,Ward 2,2025-11-15,2025-11-26,In Person,4.0,11.0,14,Yes,2025-11,2025,4,Yes
SR-2025-00707,Waste Management,Illegal Dumping,Medium,In Progress,Ward 5,2025-05-26,,Phone,,,10,Pending,2025-05,2025,2,No
SR-2025-00708,Parks and Recreation,Tree Maintenance,Medium,In Progress,Ward 4,2025-10-04,,Web,,,10,Pending,2025-10,2025,4,No
SR-2025-00709,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 4,2025-02-24,2025-03-04,Email,2.0,8.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00710,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 4,2025-04-12,2025-04-22,In Person,2.0,10.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00711,Parks and Recreation,Tree Maintenance,High,In Progress,Ward 1,2025-08-28,,Email,,,7,Pending,2025-08,2025,3,No
SR-2025-00712,Waste Management,Green Bin Issue,Medium,In Progress,Ward 5,2025-03-15,,Mobile App,,,10,Pending,2025-03,2025,1,No
SR-2025-00713,Waste Management,Green Bin Issue,Low,In Progress,Ward 3,2025-06-19,,Email,,,14,Pending,2025-06,2025,2,No
SR-2025-00714,Water Services,Water Leak,Low,Closed,Ward 3,2025-09-03,2025-09-13,Mobile App,5.0,10.0,14,Yes,2025-09,2025,3,Yes
SR-2025-00715,By-law Enforcement,Property Standards,Medium,Closed,Ward 1,2025-02-24,2025-03-03,Mobile App,4.0,7.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00716,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 4,2025-11-14,2025-11-19,Email,4.0,5.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00717,Public Works,Sidewalk Damage,Low,Closed,Ward 5,2025-08-09,2025-08-24,Mobile App,5.0,15.0,14,No,2025-08,2025,3,Yes
SR-2025-00718,By-law Enforcement,Property Standards,Low,Closed,Ward 1,2025-12-31,2026-01-12,In Person,5.0,12.0,14,Yes,2025-12,2025,4,Yes
SR-2025-00719,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 4,2025-08-16,2025-08-20,Web,4.0,4.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00720,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-07-14,2025-07-21,Web,4.0,7.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00721,Parks and Recreation,Park Equipment Damage,High,In Progress,Ward 1,2025-11-22,,Phone,,,7,Pending,2025-11,2025,4,No
SR-2025-00722,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 3,2025-11-12,2025-11-21,Mobile App,3.0,9.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00723,By-law Enforcement,Parking Complaint,High,In Progress,Ward 1,2025-06-26,,In Person,,,7,Pending,2025-06,2025,2,No
SR-2025-00724,Public Works,Snow Removal,High,Open,Ward 3,2025-02-01,,In Person,,,7,Pending,2025-02,2025,1,No
SR-2025-00725,Public Works,Pothole Repair,High,Open,Ward 1,2025-07-03,,Mobile App,,,7,Pending,2025-07,2025,3,No
SR-2025-00726,Public Works,Road Damage,Medium,Closed,Ward 4,2025-11-17,2025-11-24,Email,5.0,7.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00727,Water Services,Low Water Pressure,Medium,Closed,Ward 3,2025-04-07,2025-04-17,Email,4.0,10.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00728,Parks and Recreation,Grass Cutting,Critical,Closed,Ward 1,2025-03-10,2025-03-10,Phone,2.0,0.0,3,Yes,2025-03,2025,1,Yes
SR-2025-00729,Transportation Services,Traffic Concern,Medium,In Progress,Ward 1,2025-03-11,,Phone,,,10,Pending,2025-03,2025,1,No
SR-2025-00730,Transportation Services,Traffic Concern,High,In Progress,Ward 5,2025-12-23,,Email,,,7,Pending,2025-12,2025,4,No
SR-2025-00731,By-law Enforcement,Property Standards,Medium,Closed,Ward 2,2025-08-19,2025-08-27,Email,4.0,8.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00732,By-law Enforcement,Noise Complaint,Medium,Open,Ward 5,2025-05-02,,Mobile App,,,10,Pending,2025-05,2025,2,No
SR-2025-00733,Water Services,Sewer Backup,Low,Closed,Ward 5,2025-09-05,2025-09-19,Email,4.0,14.0,14,Yes,2025-09,2025,3,Yes
SR-2025-00734,Transportation Services,Streetlight Repair,Low,Closed,Ward 5,2025-05-24,2025-06-03,In Person,4.0,10.0,14,Yes,2025-05,2025,2,Yes
SR-2025-00735,Public Works,Road Damage,Medium,Open,Ward 1,2025-12-09,,In Person,,,10,Pending,2025-12,2025,4,No
SR-2025-00736,By-law Enforcement,Parking Complaint,Medium,In Progress,Ward 1,2025-10-01,,Email,,,10,Pending,2025-10,2025,4,No
SR-2025-00737,Water Services,Water Quality Concern,Medium,Closed,Ward 1,2025-06-30,2025-07-06,In Person,3.0,6.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00738,Transportation Services,Road Sign Damage,High,Closed,Ward 2,2025-02-01,2025-02-07,In Person,4.0,6.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00739,Public Works,Sidewalk Damage,High,Closed,Ward 5,2025-05-27,2025-05-31,Web,2.0,4.0,7,Yes,2025-05,2025,2,Yes
SR-2025-00740,Waste Management,Illegal Dumping,Low,Closed,Ward 5,2025-05-12,2025-05-15,Phone,5.0,3.0,14,Yes,2025-05,2025,2,Yes
SR-2025-00741,By-law Enforcement,Property Standards,Medium,Closed,Ward 2,2025-03-31,2025-04-06,Email,5.0,6.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00742,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 4,2025-03-16,2025-03-20,Email,5.0,4.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00743,Parks and Recreation,Trail Maintenance,High,Closed,Ward 1,2025-10-23,2025-10-29,Mobile App,5.0,6.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00744,Public Works,Pothole Repair,Low,Closed,Ward 5,2025-06-04,2025-06-14,Phone,5.0,10.0,14,Yes,2025-06,2025,2,Yes
SR-2025-00745,Water Services,Water Quality Concern,Medium,Closed,Ward 4,2025-08-11,2025-08-13,Email,3.0,2.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00746,Transportation Services,Road Sign Damage,Critical,Closed,Ward 3,2025-01-22,2025-01-22,Email,5.0,0.0,3,Yes,2025-01,2025,1,Yes
SR-2025-00747,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 4,2025-02-20,2025-02-26,Email,4.0,6.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00748,Transportation Services,Traffic Signal Issue,High,Closed,Ward 2,2025-04-10,2025-04-15,Mobile App,4.0,5.0,7,Yes,2025-04,2025,2,Yes
SR-2025-00749,By-law Enforcement,Noise Complaint,Medium,Open,Ward 4,2025-01-07,,Web,,,10,Pending,2025-01,2025,1,No
SR-2025-00750,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-05-26,2025-06-01,In Person,3.0,6.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00751,Public Works,Pothole Repair,High,Closed,Ward 1,2025-04-22,2025-04-27,Web,4.0,5.0,7,Yes,2025-04,2025,2,Yes
SR-2025-00752,By-law Enforcement,Property Standards,Medium,Open,Ward 5,2025-11-28,,Phone,,,10,Pending,2025-11,2025,4,No
SR-2025-00753,Public Works,Road Damage,Medium,Closed,Ward 3,2025-02-08,2025-02-17,Email,5.0,9.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00754,Transportation Services,Road Sign Damage,Medium,Open,Ward 1,2025-05-22,,Email,,,10,Pending,2025-05,2025,2,No
SR-2025-00755,Water Services,Sewer Backup,Critical,Closed,Ward 4,2025-05-16,2025-05-17,Phone,4.0,1.0,3,Yes,2025-05,2025,2,Yes
SR-2025-00756,By-law Enforcement,Animal Complaint,Low,Closed,Ward 2,2025-03-15,2025-03-26,In Person,5.0,11.0,14,Yes,2025-03,2025,1,Yes
SR-2025-00757,Transportation Services,Streetlight Repair,High,Closed,Ward 5,2025-02-22,2025-02-23,Mobile App,2.0,1.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00758,Water Services,Water Leak,High,Closed,Ward 4,2025-11-24,2025-11-25,Mobile App,5.0,1.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00759,Parks and Recreation,Grass Cutting,High,Closed,Ward 4,2025-09-21,2025-09-27,Email,5.0,6.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00760,Water Services,Water Quality Concern,High,Open,Ward 5,2025-02-05,,Phone,,,7,Pending,2025-02,2025,1,No
SR-2025-00761,Public Works,Snow Removal,Critical,Open,Ward 1,2025-09-04,,In Person,,,3,Pending,2025-09,2025,3,No
SR-2025-00762,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 3,2025-01-29,2025-02-01,Web,4.0,3.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00763,Water Services,Sewer Backup,Medium,Closed,Ward 3,2025-01-21,2025-01-29,Email,5.0,8.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00764,Public Works,Sidewalk Damage,Medium,In Progress,Ward 2,2025-08-13,,Phone,,,10,Pending,2025-08,2025,3,No
SR-2025-00765,Public Works,Road Damage,Low,In Progress,Ward 4,2025-05-03,,Email,,,14,Pending,2025-05,2025,2,No
SR-2025-00766,Public Works,Sidewalk Damage,Medium,In Progress,Ward 1,2025-08-19,,Web,,,10,Pending,2025-08,2025,3,No
SR-2025-00767,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 5,2025-07-27,2025-07-30,Email,3.0,3.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00768,Transportation Services,Traffic Signal Issue,High,Closed,Ward 4,2025-02-06,2025-02-07,Web,5.0,1.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00769,Water Services,Water Leak,Low,Closed,Ward 3,2025-01-08,2025-01-13,Web,4.0,5.0,14,Yes,2025-01,2025,1,Yes
SR-2025-00770,Water Services,Low Water Pressure,High,Closed,Ward 5,2025-02-24,2025-02-25,Phone,4.0,1.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00771,Public Works,Road Damage,Medium,Open,Ward 4,2025-12-14,,Mobile App,,,10,Pending,2025-12,2025,4,No
SR-2025-00772,Public Works,Road Damage,Medium,In Progress,Ward 1,2025-04-20,,In Person,,,10,Pending,2025-04,2025,2,No
SR-2025-00773,Parks and Recreation,Grass Cutting,Low,Closed,Ward 5,2025-08-01,2025-08-06,Phone,5.0,5.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00774,Water Services,Low Water Pressure,High,Closed,Ward 5,2025-02-21,2025-02-28,Email,5.0,7.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00775,Parks and Recreation,Tree Maintenance,High,Closed,Ward 5,2025-01-04,2025-01-06,Mobile App,5.0,2.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00776,Water Services,Water Quality Concern,Medium,Closed,Ward 4,2025-11-24,2025-11-30,Phone,4.0,6.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00777,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 3,2025-11-10,2025-11-13,Mobile App,4.0,3.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00778,Water Services,Water Leak,Medium,Closed,Ward 5,2025-09-29,2025-10-02,In Person,4.0,3.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00779,Parks and Recreation,Trail Maintenance,High,Closed,Ward 2,2025-05-22,2025-05-23,Email,3.0,1.0,7,Yes,2025-05,2025,2,Yes
SR-2025-00780,Water Services,Low Water Pressure,Low,In Progress,Ward 3,2025-01-28,,Mobile App,,,14,Pending,2025-01,2025,1,No
SR-2025-00781,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 1,2025-08-21,2025-08-23,In Person,2.0,2.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00782,Parks and Recreation,Park Equipment Damage,High,Closed,Ward 4,2025-03-01,2025-03-02,In Person,5.0,1.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00783,By-law Enforcement,Parking Complaint,Medium,Open,Ward 2,2025-06-16,,Web,,,10,Pending,2025-06,2025,2,No
SR-2025-00784,Waste Management,Recycling Issue,Low,Closed,Ward 1,2025-04-13,2025-04-22,Email,5.0,9.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00785,By-law Enforcement,Animal Complaint,Low,Closed,Ward 4,2025-04-21,2025-05-03,Mobile App,4.0,12.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00786,Parks and Recreation,Trail Maintenance,High,Closed,Ward 1,2025-05-19,2025-05-21,In Person,4.0,2.0,7,Yes,2025-05,2025,2,Yes
SR-2025-00787,Public Works,Sidewalk Damage,Low,Open,Ward 4,2025-08-23,,Phone,,,14,Pending,2025-08,2025,3,No
SR-2025-00788,Waste Management,Recycling Issue,High,Closed,Ward 5,2025-11-23,2025-11-28,In Person,5.0,5.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00789,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 3,2025-04-21,2025-04-30,Web,5.0,9.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00790,Transportation Services,Traffic Concern,High,Closed,Ward 5,2025-06-17,2025-06-21,Phone,4.0,4.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00791,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-08-29,2025-09-08,Email,1.0,10.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00792,Water Services,Water Leak,Medium,Closed,Ward 4,2025-10-13,2025-10-15,Phone,5.0,2.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00793,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 3,2025-02-16,2025-02-18,Phone,4.0,2.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00794,Transportation Services,Traffic Concern,High,Open,Ward 4,2025-01-13,,Email,,,7,Pending,2025-01,2025,1,No
SR-2025-00795,Parks and Recreation,Trail Maintenance,Low,In Progress,Ward 4,2025-11-17,,Web,,,14,Pending,2025-11,2025,4,No
SR-2025-00796,Transportation Services,Streetlight Repair,Medium,Closed,Ward 3,2025-09-29,2025-10-01,In Person,4.0,2.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00797,By-law Enforcement,Property Standards,High,Closed,Ward 5,2025-06-21,2025-06-27,Mobile App,5.0,6.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00798,Public Works,Pothole Repair,Medium,Closed,Ward 5,2025-01-21,2025-01-28,Web,4.0,7.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00799,By-law Enforcement,Property Standards,Low,Closed,Ward 5,2025-10-04,2025-10-08,Phone,4.0,4.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00800,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 4,2025-09-15,,Mobile App,,,10,Pending,2025-09,2025,3,No
SR-2025-00801,Public Works,Pothole Repair,Medium,Closed,Ward 4,2025-09-14,2025-09-24,In Person,5.0,10.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00802,Transportation Services,Road Sign Damage,Medium,Closed,Ward 4,2025-12-11,2025-12-14,Web,3.0,3.0,10,Yes,2025-12,2025,4,Yes
SR-2025-00803,Public Works,Snow Removal,High,Closed,Ward 1,2025-02-09,2025-02-10,Phone,3.0,1.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00804,Water Services,Low Water Pressure,High,Closed,Ward 5,2025-11-18,2025-11-19,Phone,4.0,1.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00805,Water Services,Sewer Backup,Medium,Closed,Ward 1,2025-01-11,2025-01-17,Phone,3.0,6.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00806,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 5,2025-11-27,2025-12-04,In Person,4.0,7.0,10,Yes,2025-11,2025,4,Yes
